Palabras,Valor
pajuelo,-1
other,-1
mamporreros,-1
emperatriz,-1
pais,-1
desplazamientos,-1
canals,-1
cloro,-1
jamonero,-1
mamarrachada,-1
biotechnology,-1
fajardo,-1
arta,-1
popolo,-1
chepa,-1
pelaez,-1
barcenas,-1
guarderias,-1
paga,-1
metido,-1
ramirez,-1
pandereta,-1
pasear,-1
ceti,-1
loque,-1
officinalis,-1
farmacia,-1
ultraliberal,-1
marrero,-1
denunciable,-1
escoria,-1
banderita,-1
monarquia,-1
eres,-1
vente,-1
payasos,-1
derecha,-1
guante,-1
drink,-1
carneiro,-1
millon,-1
podemitas,-1
higa,-1
tere,-1
sanitario,-1
carita,-1
guapi,-1
vuestro,-1
carcel,-1
meses,-1
pensativo,-1
estan,-1
amordazar,-1
guarderia,-1
dear,-1
incordiar,-1
culo,-1
alcaide,-1
criptomoneda,-1
ahh,-1
ministra,-1
they,-1
acacias,-1
mitin,-1
sueldo,-1
mia,-1
osea,-1
estariamos,-1
teletrabajo,-1
farmacias,-1
voxianos,-1
socialomunistas,-1
jitanossss,-1
inutiiiiii,-1
fallecidodos,-1
descumprindo,-1
courados,-1
cobid19,-1
intereconomÃ­aen,-1
iglesiaz,-1
voxera,-1
papeless,-1
alercops,-1
virologos,-1
ijodeputa,-1
porfavorrrrrrrr,-1
gobiernosi,-1
desconfinar,-1
abardia,-1
marcarillas,-1
virologo,-1
jajajajaaaaaa,-1
pasarr,-1
synthesized,-1
quantify,-1
pescateras,-1
caereis,-1
desagradecidos,-1
animoooooo,-1
imunidad,-1
ignoranta,-1
izquiedas,-1
infinitely,-1
virologia,-1
yooooooo,-1
sumistrar,-1
currar,-1
perezosos,-1
macarras,-1
dejaros,-1
telematico,-1
chorizo,-1
animoo,-1
falsantes,-1
galdon,-1
informais,-1
suposiciones,-1
qedado,-1
tadavia,-1
bosotros,-1
funerarias,-1
vergueza,-1
ahoramismo,-1
madremia,-1
secas,-1
chiringuito,-1
microprestamos,-1
possibility,-1
apesebrados,-1
there,-1
containing,-1
knowing,-1
bandiera,-1
estaa,-1
chirona,-1
todoooo,-1
cuantos,-1
not,-1
haran,-1
escocer,-1
davalos,-1
parasitando,-1
votantes,-1
mirais,-1
politico,-1
contraorden,-1
charlatan,-1
therefore,-1
addition,-1
insultos,-1
dejes,-1
recado,-1
environments,-1
loli,-1
jjajaja,-1
pagas,-1
cuidadanos,-1
emoticonos,-1
hijos,-1
irse,-1
desproposito,-1
gorgorito,-1
desgobierno,-1
cegato,-1
designed,-1
sabiondo,-1
diran,-1
autonomos,-1
siglas,-1
vendrian,-1
estresarse,-1
sigais,-1
cannot,-1
ineditar,-1
cazurro,-1
verguenzas,-1
pésame,-1
enredar,-1
insultándose,-1
sacrificandose,-1
pequela,-1
averíada,-1
fallecidos,-1
contagiarse,-1
preocuparos,-1
cazurra,-1
mintais,-1
denuncialo,-1
cortais,-1
palabrerias,-1
quitate,-1
quejeis,-1
mentis,-1
pobrecilla,-1
descalabrar,-1
guantazo,-1
catastrofe,-1
relumbrón,-1
deberias,-1
toxicas,-1
malisimo,-1
agorafobia,-1
caia,-1
infecto,-1
jodio,-1
amaño,-1
insano,-1
dimitír,-1
mentiros,-1
guarruzos,-1
criticarias,-1
joderos,-1
atacais,-1
púdrete,-1
exigiria,-1
quitarle,-1
hostias,-1
hartura,-1
constipado,-1
recaida,-1
tirania,-1
ponzoña,-1
hepatitis,-1
mamon,-1
bufff,-1
hipocrita,-1
lios,-1
folla,-1
malamente,-1
fallecio,-1
sanguijuela,-1
cizaña,-1
hipocresía,-1
lunático,-1
simplón,-1
abucheo,-1
irregular,-1
rechace,-1
aflicción,-1
fatal,-1
incinerar,-1
lloriquear,-1
rastrera,-1
querellar,-1
males,-1
delincuentes,-1
jorobado,-1
cucaracha,-1
narcotrafico,-1
disparatar,-1
insensatos,-1
amarguras,-1
gañir,-1
compulsivo,-1
pobrecillos,-1
frios,-1
desfachatez,-1
olvidate,-1
niñato,-1
mojón,-1
dimitiras,-1
drogandose,-1
míseria,-1
epidemía,-1
palizas,-1
exigirle,-1
quitarte,-1
insultais,-1
maló,-1
chapuzas,-1
cinica,-1
ardia,-1
garrulos,-1
bobería,-1
golpes,-1
embuste,-1
criticos,-1
fatuo,-1
detestable,-1
estupido,-1
jorobar,-1
descarrilar,-1
pandèmia,-1
minusválias,-1
gastate,-1
zancadillas,-1
garrulas,-1
pudrete,-1
sofocon,-1
inùtiles,-1
estúpida,-1
censuras,-1
pelotudas,-1
blasfemia,-1
subrealista,-1
morira,-1
carisimo,-1
pelotudos,-1
tostón,-1
acobardar,-1
cobarde,-1
chupa,-1
buff,-1
atasco,-1
tranca,-1
lsd,-1
mezquindad,-1
cornudo,-1
arrogante,-1
falleceran,-1
gentuzas,-1
esconderian,-1
pararlo,-1
mierderas,-1
cacas,-1
imbéciles,-1
obligaria,-1
engreido,-1
recochineo,-1
liante,-1
trola,-1
faltaria,-1
puñeta,-1
caca,-1
traición,-1
memo,-1
pandemitas,-1
trolas,-1
sufris,-1
xenofobos,-1
odios,-1
zurullo,-1
cucarachas,-1
perdedores,-1
bloqueos,-1
críticas,-1
eliminacion,-1
homófobos,-1
acritud,-1
maloliente,-1
críticos,-1
borracho,-1
estafador,-1
pederastia,-1
doliente,-1
vengativo,-1
subyugar,-1
chantajear,-1
queja,-1
arcada,-1
incauto,-1
beligerante,-1
insensato,-1
drogadicto,-1
desorbitar,-1
aprieto,-1
diabetes,-1
arrinconar,-1
ciego,-1
deformar,-1
mezquino,-1
mediocre,-1
machista,-1
desmentir,-1
despropósito,-1
moriros,-1
aislarnos,-1
pararles,-1
ignorarlos,-1
detenerme,-1
equivocarme,-1
fumais,-1
olvidaros,-1
caigais,-1
palabreria,-1
tontos,-1
desinformacion,-1
pinchar,-1
perreo,-1
descolocar,-1
llorona,-1
abusón,-1
estupidas,-1
falto,-1
memez,-1
averia,-1
vilmente,-1
cabezota,-1
presuntuoso,-1
lelo,-1
aparente,-1
vacia,-1
expoliar,-1
machacarian,-1
frias,-1
protestais,-1
estafadora,-1
recesion,-1
quítate,-1
parasito,-1
suspenderos,-1
recortándoles,-1
sangrais,-1
aplazais,-1
dimitais,-1
congelarlo,-1
cancelais,-1
despotricais,-1
quitense,-1
asquito,-1
egoístas,-1
chepudo,-1
cagais,-1
blasfemias,-1
obligais,-1
chantajes,-1
exprópiese,-1
egocéntricamente,-1
estupidéz,-1
pegarle,-1
vergûenza,-1
muérete,-1
retrasos,-1
lárgate,-1
paron,-1
refinanciacion,-1
sarnoso,-1
lerdo,-1
toxicos,-1
pringao,-1
andrajoso,-1
vomitos,-1
estreñir,-1
malditos,-1
boicotear,-1
vergúenza,-1
paralo,-1
saqueador,-1
saquear,-1
mariconada,-1
despilfarrar,-1
asfixiar,-1
indecente,-1
pringar,-1
maldito,-1
recortaros,-1
neguemonos,-1
confinarte,-1
asfixiais,-1
ahogarnos,-1
enfermais,-1
arruinastes,-1
matándonos,-1
suicidarian,-1
abandoneis,-1
pasota,-1
gastarias,-1
asesinas,-1
quitais,-1
infravalorar,-1
crispar,-1
bellaco,-1
bribón,-1
ego,-1
desamparo,-1
surrealista,-1
dificiles,-1
tarado,-1
mortalidad,-1
ladrona,-1
inaudito,-1
zorra,-1
quejaros,-1
guarro,-1
engañais,-1
putas,-1
zoquete,-1
perjudicar,-1
riñon,-1
habladuría,-1
saqueo,-1
demagogia,-1
inmundo,-1
lucro,-1
traiciónado,-1
irritàis,-1
intóxicais,-1
gastarmelo,-1
estorbais,-1
matandolos,-1
desinformais,-1
recortarse,-1
despidiéndo,-1
tardés,-1
desgraciaos,-1
avergonzais,-1
carència,-1
necesitada,-1
venenoso,-1
paralización,-1
pendon,-1
necios,-1
críticar,-1
panfilo,-1
negado,-1
deudas,-1
jalear,-1
quejas,-1
repugnancia,-1
pánico,-1
dimitireis,-1
pinche,-1
pendejadas,-1
pedo,-1
neumonía,-1
flojera,-1
pinché,-1
pendejada,-1
grosero,-1
rea,-1
estúpido,-1
terco,-1
ratero,-1
virus,-1
alejandro_lelo,-1
pendejos,-1
cachetada,-1
huevón,-1
detente,-1
defunciones,-1
desacreditar,-1
irrespetuoso,-1
chingaderas,-1
obstaculizar,-1
enojar,-1
tristemente,-1
atento,-1
etica,-1
desperdiciar,-1
farsa,-1
contagío,-1
denúncialos,-1
desinforme,-1
desmintio,-1
tarados,-1
agredir,-1
mátar,-1
temblar,-1
ineptas,-1
neumonias,-1
ignorantes,-1
pedorros,-1
desnutrición,-1
desnutricion,-1
hospitalizar,-1
temblor,-1
sospechoso,-1
quitenle,-1
aislarlos,-1
pandemía,-1
rateros,-1
pendeja,-1
tonta,-1
barbaro,-1
porquería,-1
chilla,-1
tacaño,-1
cerraria,-1
joto,-1
zopenco,-1
poquito,-1
tachita,-1
catarro,-1
apestar,-1
lacras,-1
sarcasmo,-1
saturar,-1
trombosis,-1
tiranos,-1
chatarra,-1
mendigo,-1
boicot,-1
ridicula,-1
amañar,-1
lastimar,-1
déspota,-1
trabar,-1
agresion,-1
agresiones,-1
huevon,-1
lucrar,-1
chingadera,-1
espinoso,-1
arriesgar,-1
pedorro,-1
ratota,-1
paludismo,-1
sarampión,-1
pedorra,-1
atentar,-1
impuntual,-1
dengue,-1
estresados,-1
vacios,-1
tarde,-1
negativo,-1
sangre,-1
diarrea,-1
enfermedad,-1
araña,-1
hongo,-1
estrellado,-1
piso,-1
peso,-1
dictadura,-1
demanda,-1
manga,-1
cierre,-1
estación, parada
chino,-1
deporte,-1
largo,-1
objeto,-1
tema,-1
problema,-1
fracaso,-1
perjuicio,-1
ataque,-1
conflicto,-1
guerra,-1
retroceso,-1
deterioro,-1
corte,-1
interrupción,-1
dolor,-1
fuerza,-1
falta,-1
tristeza,-1
enojo,-1
placer,-1
aburrimiento,-1
cansancio,-1
susto,-1
miedo,-1
caro,-1
difícil,-1
raro,-1
débil,-1
incorrecto,-1
frío,-1
pesado,-1
amargo,-1
enojado,-1
aburrido,-1
cansado,-1
asustado,-1
apestoso,-1
desaparecer,-1
quitar,-1
golpear,-1
pegar,-1
entristecerse,-1
enojarse,-1
aburrirse,-1
cansarse,-1
asustarse,-1
negar,-1
apuñalar,-1
empeorar,-1
retroceder,-1
complicar,-1
faltar,-1
romper,-1
cortar,-1
abandonar,-1
pesar,-1
destruir,-1
rechazar,-1
descartar,-1
evitar,-1
poco,-1
apenas,-1
demasiado,-1
difícilmente,-1
enfrente,-1
lejos,-1
contra,-1
para,-1
timar,-1
suspenderan,-1
aislan,-1
abolir,-1
abominable,-1
abominablemente,-1
abominar,-1
abominación,-1
abortar,-1
abortado,-1
aborta,-1
desgastar,-1
abrasivo,-1
abrupto,-1
abruptamente,-1
fugarse,-1
ausencia,-1
despistado,-1
ausente,-1
absurdamente,-1
abusado,-1
abismalmente,-1
abismo,-1
accidental,-1
abordar,-1
acusación,-1
acusaciones,-1
acusar,-1
acusa,-1
acusando,-1
acusatoriamente,-1
exacerbar,-1
acerbo,-1
mordazmente,-1
dolido,-1
dolorido,-1
acre,-1
mordaz,-1
con acritud,-1
firme,-1
rotundamente,-1
adicto,-1
fanático,-1
adictivo,-1
adictos,-1
amonestar,-1
amonestador,-1
amonestación,-1
adulterar,-1
espurio,-1
adulteración,-1
adulterier,-1
adversario,-1
adverso,-1
adversidad,-1
afrenta,-1
temeroso,-1
agravar,-1
agravante,-1
agravación,-1
agresión,-1
agresivo,-1
agresividad,-1
agresor,-1
ofender,-1
agraviado,-1
agravamiento,-1
espantado,-1
agonías,-1
agonizar,-1
agonizante,-1
angustiosamente,-1
agonía,-1
encallado,-1
sin objetivo,-1
alarmado,-1
alarmante,-1
alarmantemente,-1
enajenar,-1
enajenado,-1
alienación,-1
alegación,-1
alegaciones,-1
alegar,-1
alérgico,-1
alergias,-1
alergia,-1
a distancia,-1
altercado,-1
ambigüedad,-1
ambiguo,-1
ambivalencia,-1
ambivalente,-1
emboscada,-1
amputar,-1
anarquismo,-1
anarquista,-1
anarquía,-1
anémico,-1
furiosamente,-1
angustia,-1
animosidad,-1
aniquilar,-1
aniquilación,-1
molestar,-1
molestia,-1
irritado,-1
molesto,-1
molesta,-1
anómalo,-1
anomalía,-1
antagonismo,-1
antagonista,-1
enemistarse,-1
anti-,-1
anti-americano,-1
anti-israelí,-1
anti-ocupación,-1
anti-proliferación,-1
antisemitas,-1
antisocial,-1
anti-nosotros,-1
anti-blanco,-1
antipatía,-1
anticuado,-1
antitético,-1
ansiedades,-1
ansiedad,-1
ansioso,-1
ansiosamente,-1
apático,-1
apaticamente,-1
apatía,-1
apocalipsis,-1
apocalíptico,-1
apologista,-1
apologistas,-1
espantar,-1
horrorizado,-1
pésimo,-1
horriblemente,-1
detención,-1
aprehensiones,-1
aprensivo,-1
con aprensión,-1
arbitrario,-1
arcano,-1
arcaico,-1
arduo,-1
arduamente,-1
discutidor,-1
arrogancia,-1
arrogantemente,-1
avergonzado,-1
asnal,-1
estúpidamente,-1
asininidad,-1
de reojo,-1
aspersión,-1
aspersiones,-1
atacar,-1
asesinar,-1
asalto,-1
por mal camino,-1
en pedazos,-1
atroz,-1
atrocidades,-1
atrocidad,-1
atrofia,-1
ataques,-1
audaz,-1
audazmente,-1
audacia,-1
audiblemente,-1
austero,-1
autoritario,-1
autócrata,-1
autocrático,-1
avalancha,-1
avaro,-1
avariciosamente,-1
contrario,-1
aversión,-1
espantoso,-1
muy,-1
horror,-1
torpe,-1
torpeza,-1
hacha,-1
balbucear,-1
retrocedido,-1
madera trasera,-1
región apartada,-1
dolor de espalda,-1
dolores de espalda,-1
apoyo,-1
murmurar,-1
murmuración,-1
hacia atrás,-1
atraso,-1
backwood,-1
deflector,-1
desconcertado,-1
desconcierto,-1
desconcertante,-1
cebo,-1
obstáculo,-1
banal,-1
vulgarizar,-1
perdición,-1
desterrar,-1
destierro,-1
arruinado,-1
bárbaro,-1
bárbaramente,-1
barbarie,-1
estéril,-1
intento,-1
golpeado,-1
tímido,-1
paliza,-1
Bastardo,-1
abollado,-1
cañoneo,-1
chalado,-1
osuno,-1
bestial,-1
algarabía,-1
bedlamita,-1
ensuciar,-1
mendigar,-1
mendicidad,-1
apalear,-1
tardío,-1
sitiar,-1
empequeñecer,-1
menospreciado,-1
menospreciar,-1
belicoso,-1
beligerancia,-1
beligerantemente,-1
lamentar,-1
lamentándose,-1
perplejo,-1
doblado,-1
regañarse,-1
privar,-1
duelo,-1
privado,-1
enloquecido,-1
implorar,-1
acosar,-1
manchar,-1
traicionar,-1
traiciones,-1
traidor,-1
traicionando,-1
traiciona,-1
tener cuidado,-1
confundir,-1
desconcertantemente,-1
hechizar,-1
parcialidad,-1
parcial,-1
sesgos,-1
disputa,-1
dimes y diretes,-1
manipulación de licitaciones,-1
perra,-1
malévolo,-1
mordiendo,-1
amargamente,-1
amargura,-1
extraño,-1
cotilla,-1
chismoso,-1
chantaje,-1
paja,-1
amable,-1
ablandar,-1
blasfemar,-1
blasfemo,-1
evidente,-1
decir tonterías,-1
desolado,-1
desoladamente,-1
desolación,-1
sangrar,-1
sangrado,-1
sangra,-1
defecto,-1
cegador,-1
cegadoramente,-1
lado siego,-1
ampolla,-1
abrasador,-1
hinchado,-1
bloqueo,-1
matanza,-1
sanguinario,-1
sangriento,-1
enrojecido,-1
soplar,-1
embotar,-1
difuminar,-1
bluring,-1
borroso,-1
borrón,-1
difumina,-1
decir bruscamente,-1
jactancioso,-1
sobresaltarse,-1
FALSO,-1
hervir,-1
hirviendo,-1
bullicioso,-1
bomba,-1
bombardear,-1
bombardeo,-1
rimbombante,-1
esclavitud,-1
loco,-1
aburrir,-1
aburre,-1
chapucear,-1
expurgar,-1
fanfarrón,-1
fanfarronear,-1
lavar el cerebro,-1
temerario,-1
palo de golf,-1
bravata,-1
descarado,-1
incumplimiento,-1
ruptura,-1
rupturas,-1
Descompostura,-1
rotura,-1
rompe,-1
soborno,-1
azufre,-1
frágil,-1
rompió,-1
roto,-1
con el corazón roto,-1
cría,-1
atemorizar,-1
moretón,-1
magullado,-1
moretones,-1
brusco,-1
brutal,-1
brutalizar,-1
brutalidades,-1
brutalidad,-1
embrutecer,-1
brutalmente,-1
bruto,-1
bs,-1
hebilla,-1
insecto,-1
calesa,-1
mas voluminoso,-1
volumen,-1
voluminoso,-1
voluminosidad,-1
toro****,-1
toro----,-1
matones,-1
bullshyt,-1
matón,-1
intimidación,-1
intimidante,-1
bache,-1
golpeando,-1
abultado,-1
estropear,-1
chapucero,-1
litera,-1
carga,-1
gravoso,-1
pesadamente,-1
quemar,-1
quemado,-1
ardiente,-1
quemaduras,-1
busto,-1
bustos,-1
entrometido,-1
Carnicero,-1
carnicería,-1
zumbido,-1
bizantino,-1
cacareo,-1
calamidades,-1
calamitoso,-1
calamidad,-1
calloso,-1
calumniar,-1
calumnia,-1
calumnias,-1
calumnioso,-1
calumniosamente,-1
cáncer,-1
canceroso,-1
caníbal,-1
canibalizar,-1
capitular,-1
caprichoso,-1
caprichosamente,-1
capricho,-1
zozobrar,-1
descuidado,-1
descuido,-1
caricatura,-1
carpa,-1
caricaturista,-1
con problemas de liquidez,-1
castigar,-1
castrado,-1
cataclísmico,-1
cataclísmicamente,-1
catástrofe,-1
catástrofes,-1
catastrófico,-1
catastróficamente,-1
cáustico,-1
cáusticamente,-1
advertido,-1
cueva,-1
rozar,-1
disgusto,-1
desafiante,-1
caótico,-1
castigo,-1
charla,-1
parlanchín,-1
barato,-1
abaratar,-1
engañado,-1
engañando,-1
trampas,-1
a cuadros,-1
caseoso,-1
reprendo,-1
infantil,-1
chintzy,-1
ahogo,-1
colérico,-1
picado,-1
faena,-1
crónico,-1
fornido,-1
clamor,-1
clamoroso,-1
choque,-1
cliché,-1
camarilla,-1
obstruido,-1
zuecos,-1
nube,-1
enturbiamiento,-1
nublado,-1
grueso,-1
engreído,-1
obligar,-1
coerción,-1
coactivo,-1
fríamente,-1
colapso,-1
confabularse,-1
colusión,-1
combativo,-1
cómico,-1
compadecer,-1
vulgar,-1
conmoción,-1
conmociones,-1
suficiente,-1
se quejó,-1
quejumbroso,-1
se queja,-1
complejo,-1
Complicado,-1
complicación,-1
cómplice,-1
compulsión,-1
conceder,-1
concedido,-1
presunción,-1
concentrarse,-1
concens,-1
preocupación,-1
preocupado,-1
preocupaciones,-1
concesión,-1
concesiones,-1
condenar,-1
condenable,-1
condenación,-1
condenado,-1
condena,-1
condescender,-1
condescendiente,-1
condescendientemente,-1
condescendencia,-1
confesar,-1
confesión,-1
confesiones,-1
en conflicto,-1
contradictorio,-1
conflictos,-1
aturdido,-1
confrontar,-1
confrontación,-1
confrontativo,-1
confunde,-1
confusión,-1
confusiones,-1
congestionado,-1
contras,-1
conservador,-1
conspicuo,-1
conspicuamente,-1
conspiraciones,-1
conspiración,-1
conspirador,-1
conspirar,-1
consternación,-1
contagioso,-1
contaminado,-1
contamina,-1
contaminando,-1
contaminación,-1
desdeñoso,-1
desdeñosamente,-1
contender,-1
contención,-1
contencioso,-1
retorcer,-1
contorsiones,-1
contradecir,-1
contradicción,-1
contrariedad,-1
infringir,-1
idear,-1
inventado,-1
polémico,-1
controversia,-1
corroer,-1
corrosión,-1
corrosiones,-1
corrosivo,-1
corrompiendo,-1
corrupción,-1
corrompe,-1
más costoso,-1
costoso,-1
contraproducente,-1
golpistas,-1
codicioso,-1
cobardemente,-1
osco,-1
grieta,-1
agrietado,-1
grietas,-1
astutamente,-1
astuto,-1
calambre,-1
estrecho,-1
calambres,-1
de maniático,-1
de mierda,-1
dados,-1
choques,-1
estrellándose,-1
craso,-1
manía,-1
locamente,-1
crujir,-1
crujiente,-1
crujidos,-1
crédulo,-1
arrastrarse,-1
progresivo,-1
Siniestro,-1
arrastrándose,-1
crimen,-1
encogerse,-1
encogido,-1
lisiado,-1
lisiados,-1
herida,-1
crítico,-1
crítica,-1
criticas,-1
criticado,-1
criticando,-1
amiguismo,-1
torcido,-1
lleno de gente,-1
hacinamiento,-1
crudo,-1
cruel,-1
más cruel,-1
con crueldad,-1
crueldad,-1
crueldades,-1
desmoronarse,-1
desmoronándose,-1
sucio,-1
arruga,-1
estropeado,-1
Persona especial,-1
aplastada,-1
aplastante,-1
incómodo,-1
coños,-1
cuplrit,-1
maldición,-1
maldiciones,-1
tipo de,-1
dañar,-1
dañado,-1
daños y perjuicios,-1
perjudicial,-1
condenadamente,-1
apagador,-1
peligro,-1
peligroso,-1
peligrosidad,-1
oscuro,-1
oscurecer,-1
oscurecido,-1
mas oscuro,-1
oscuridad,-1
persona asquerosa,-1
desalentador,-1
desalentadoramente,-1
holgazanear,-1
aturdimiento,-1
perezoso,-1
punto muerto,-1
mortal,-1
peso muerto,-1
sordo,-1
escasez,-1
debacle,-1
degradar,-1
humillación,-1
debaser,-1
discutible,-1
corromper,-1
libertino,-1
libertinaje,-1
debilitar,-1
debilitante,-1
debilidad,-1
deuda,-1
decadencia,-1
decadente,-1
decaer,-1
decaido,-1
engaño,-1
engañoso,-1
engañosamente,-1
engañador,-1
engañadores,-1
declamar,-1
disminución,-1
declina,-1
declinante,-1
decremento,-1
decrépito,-1
decrepitud,-1
difamación,-1
difamaciones,-1
difamatorio,-1
defectos,-1
defensivo,-1
desafío,-1
deficiencias,-1
deficiencia,-1
deficiente,-1
desfiladero,-1
profanador,-1
deformado,-1
difunto,-1
desafiar,-1
degenerar,-1
degeneradamente,-1
degeneración,-1
degradación,-1
degradante,-1
degradantemente,-1
deshumanización,-1
deshumanizar,-1
dignarse,-1
presar,-1
abatido,-1
abatimiento,-1
retrasar,-1
delincuencia,-1
delirante,-1
delirio,-1
diluvio,-1
alucinaciones,-1
demoler,-1
demoledor,-1
demonio,-1
demoníaco,-1
demonizar,-1
demonizado,-1
demoniza,-1
desmoralizar,-1
desmoralizador,-1
desmoralizadoramente,-1
negación,-1
niega,-1
denunciar,-1
denso,-1
mella,-1
abolladuras,-1
denuncia,-1
negando,-1
agotar,-1
deplorable,-1
deplorablemente,-1
deplorar,-1
deplorando,-1
depravar,-1
depravado,-1
depravadamente,-1
desaprobar,-1
deprimir,-1
Deprimido,-1
deprimente,-1
deprimentemente,-1
depresión,-1
depresiones,-1
ridiculizar,-1
burla,-1
burlón,-1
burlonamente,-1
despectivo,-1
profanar,-1
Desierto,-1
deserción,-1
desecar,-1
desecado,-1
solitario,-1
soledad,-1
desesperación,-1
desesperado,-1
desesperadamente,-1
despreciablemente,-1
despreciar,-1
despreciado,-1
despojar,-1
despótico,-1
despotismo,-1
desestabilización,-1
desteñidos,-1
indigencia,-1
destrucción,-1
inconexo,-1
desalentar,-1
deteriorarse,-1
deteriorando,-1
disuasorio,-1
detestablemente,-1
detestado,-1
detestando,-1
detesta,-1
detraer,-1
restado,-1
desmereciendo,-1
detracción,-1
resta,-1
detrimento,-1
devastar,-1
devastado,-1
devasta,-1
devastador,-1
devastadoramente,-1
devastación,-1
desviarse,-1
desviación,-1
diablo,-1
diabólico,-1
con demonio,-1
diablura,-1
tortuoso,-1
tortuosamente,-1
vacío,-1
diabólicamente,-1
diametralmente,-1
decepcionado,-1
diatriba,-1
diatribas,-1
polla,-1
dictatorial,-1
intransigente,-1
murió,-1
muere,-1
dificultades,-1
dificultad,-1
timidez,-1
dilema,-1
dilly-dally,-1
regulador de intensidad,-1
estruendo,-1
timbre,-1
mono,-1
terrible,-1
terriblemente,-1
horrores,-1
suciedad,-1
bolsa de tierra,-1
bolsas de basura,-1
discapacitado,-1
desacuerdo,-1
desventaja,-1
desventajoso,-1
desventajas,-1
desafectar,-1
desafecto,-1
testar,-1
discrepar,-1
desagradable,-1
desagradablemente,-1
en desacuerdo,-1
no está de acuerdo,-1
decepcionante,-1
decepción,-1
decepcionar,-1
decepcionantemente,-1
decepciones,-1
decepciona,-1
desaprobación,-1
desaprobando,-1
desarmar,-1
desorden,-1
desastroso,-1
desastrosamente,-1
repudiar,-1
incredulidad,-1
no creer,-1
incrédulo,-1
desconcertar,-1
desconcertar en algo,-1
incomodidad,-1
malestar,-1
descomponer,-1
desconsolado,-1
desconsolación,-1
interrumpido,-1
discontinuidad,-1
discontinuo,-1
discordia,-1
discordancia,-1
discordante,-1
desánimo,-1
descortés,-1
discoutinoso,-1
descrédito,-1
discrepante,-1
discriminar,-1
discriminación,-1
discriminatorio,-1
desdén,-1
deshonrado,-1
vergonzosamente,-1
disgustar,-1
disgustado,-1
asquerosamente,-1
descorazonador,-1
deshonesto,-1
deshonestamente,-1
deshonestidad,-1
deshonroso,-1
deshonrosamente,-1
desilusión,-1
desilusionado,-1
desilusiones,-1
poco inclinado,-1
falsamente,-1
desintegrarse,-1
desintegrado,-1
se desintegra,-1
desintegración,-1
desinterés,-1
desinteresado,-1
no le gusta,-1
dislocado,-1
consternado,-1
despectivamente,-1
desobediencia,-1
desobediente,-1
desordenado,-1
desestructurado,-1
desorientar,-1
desorientado,-1
renegar de,-1
dispensable,-1
desalentado,-1
desanimado,-1
desplazar,-1
desplazado,-1
desagradar,-1
desproporcionado,-1
refutar,-1
disputable,-1
cuestionado,-1
desasosiego,-1
inquietante,-1
inquietantemente,-1
indiferente,-1
de mala fama,-1
mala fama,-1
falta de respeto,-1
irrespetuosamente,-1
interrumpir,-1
disruptivo,-1
insatisfacción,-1
no satisfactorio,-1
insatisfecho,-1
insatisfacciones,-1
descontentar,-1
insatisfactorio,-1
disimular,-1
disimulador,-1
disensión,-1
disentimiento,-1
disidente,-1
deservicio,-1
disses,-1
disidencia,-1
disidentes,-1
insultando,-1
hostil,-1
disoluto,-1
disolución,-1
disonancia,-1
disonante,-1
disonantemente,-1
disuadir,-1
disuasivo,-1
distorsionar,-1
distorsionado,-1
distorsión,-1
distorsiona,-1
distraer,-1
distracción,-1
angustiado,-1
afligido,-1
desconfianza,-1
desconfiado,-1
desconfiar,-1
disturbio,-1
perturbado,-1
perturbador,-1
desunión,-1
desvalorizar,-1
divergente,-1
divisivo,-1
divisivamente,-1
divisividad,-1
mareado,-1
chocho,-1
esquivo,-1
obstinado,-1
obstinadamente,-1
dogmático,-1
zona de las calmas ecuatoriales,-1
dominar a,-1
dominador,-1
donside,-1
Día del Juicio Final,-1
droga,-1
duda,-1
dudoso,-1
con dudas,-1
dudas,-1
pesimista,-1
alicaído,-1
caída,-1
con desánimo,-1
cuesta abajo,-1
Abajo,-1
recesión,-1
recesiones,-1
monótono,-1
draconiano,-1
dracónico,-1
arrastrar,-1
arrastrado,-1
arrastrando,-1
dragón,-1
arrastra,-1
desagüe,-1
agotado,-1
drenando,-1
desagües,-1
drásticamente,-1
retirarse,-1
inconvenientes,-1
horrorosamente,-1
espanto,-1
goteado,-1
goteo,-1
chorreante,-1
gotea,-1
drones,-1
inclinarse,-1
cae,-1
abandonos,-1
sequía,-1
duplicable,-1
pasmar,-1
tugurio,-1
arrojado,-1
dumping,-1
deshecho,-1
burro,-1
calabozo,-1
mazmorras,-1
polvo,-1
polvoriento,-1
menguando,-1
moribundo,-1
ensordecedor,-1
excéntrico,-1
excentricidad,-1
efigie,-1
egocéntrico,-1
egomanía,-1
egotismo,-1
ególatra,-1
egoístamente,-1
enorme,-1
atrozmente,-1
aparejador electoral,-1
eliminación,-1
demacrado,-1
suspensión,-1
retirará,-1
trágico,-1
Evita,-1
perdieron,-1
trágicamente,-1
demandamos,-1
reclamo,-1
pelea,-1
faltan,-1
Rechazamos,-1
insuficiente,-1
sufrido,-1
Reclamamos,-1
empujando,-1
Repudiamos,-1
penalizar,-1
exigimos,-1
explotación,-1
pelear,-1
nefastos,-1
vacía,-1
destruyendo,-1
alboroto,-1
fracasó,-1
estrepitosa,-1
asustaban,-1
malos,-1
fiascos,-1
desaprobados,-1
retenga,-1
oponer,-1
temo,-1
empobrece,-1
obstáculos,-1
